Event	ID	Name			Wwise Object Path	Notes
	98439365	Play_Player_Footsteps			\Player\PlayerLocomotion\Play_Player_Footsteps	
	253791182	Play_Chomper_Spotted			\NPC\ChomperCombat\Play_Chomper_Spotted	
	651543525	Play_Rock_Break			\World\Play_Rock_Break	
	866798855	UI_Text_Pop			\UI\UI_Text_Pop	
	877612971	Play_Staff_Pickup			\Player\PlayerCombat\Play_Staff_Pickup	
	1219048826	UI_Start			\UI\UI_Start	
	2024222415	UI_Back			\UI\UI_Back	
	2118900976	UI_Hover			\UI\UI_Hover	
	2249769530	UI_Click			\UI\UI_Click	
	2329507261	Play_Chomper_Slurp			\NPC\ChomperCombat\Play_Chomper_Slurp	
	2370959289	Play_Player_Roll			\Player\PlayerLocomotion\Play_Player_Roll	
	2528119339	Play_Player_JumpUp			\Player\PlayerLocomotion\Play_Player_JumpUp	
	2676390936	Play_Amb_Global			\Ambience\Play_Amb_Global	
	2718565570	Play_World_Staff_Swell_Lp			\World\Play_World_Staff_Swell_Lp	
	2761388991	Play_Chomper_Death			\NPC\ChomperCombat\Play_Chomper_Death	
	2774129122	UI_Select			\UI\UI_Select	
	3083016892	UI_Cancel			\UI\UI_Cancel	
	3136529387	Play_Chomper_Grunt			\NPC\ChomperCombat\Play_Chomper_Grunt	
	3213331111	Play_Amb_Spaceship			\Ambience\Play_Amb_Spaceship	
	3213519765	UI_ESC			\UI\UI_ESC	
	3615463328	Play_Chomper_Smell			\NPC\ChomperCombat\Play_Chomper_Smell	
	3707491759	Play_Staff_Swing			\Player\PlayerCombat\Play_Staff_Swing	
	3742480528	Play_Chomper_Footsteps			\NPC\ChomperLocomotion\Play_Chomper_Footsteps	
	3909382469	UI_Text_PopOut			\UI\UI_Text_PopOut	
	4104589597	Play_Chomper_Breath			\NPC\ChomperCombat\Play_Chomper_Breath	
	4249207015	Play_Player_Land			\Player\PlayerLocomotion\Play_Player_Land	

Switch Group	ID	Name			Wwise Object Path	Notes
	806507282	ChomperFootsteps			\Default Work Unit\ChomperFootsteps	
	1681012287	PlayerFootsteps			\Default Work Unit\PlayerFootsteps	

Switch	ID	Name	Switch Group			Notes
	1216965916	Stone	PlayerFootsteps			
	2195636714	Dirt	PlayerFootsteps			
	4248645337	Grass	PlayerFootsteps			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	4291479	SFX_Chomper_Footstep_02	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\FF\{FF80336D-4DA2-5A94-71AE-E86031F36545}.wem		\Actor-Mixer Hierarchy\NPC\NPC_Movement\Chomper_Footstep\Chomper_Footstep\SFX_Chomper_Footstep_02		33652
	8757324	SFX_Chomper_Grunt_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\55\{550A6E5D-FC68-EA74-0189-667784FD9E32}.wem		\Actor-Mixer Hierarchy\NPC\Chomper_Combat\Chomper_Grunt\SFX_Chomper_Grunt_01		361936
	19017698	SFX_Ellen_Footstep_Grass_02	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\A0\{A0D37CBC-F6C1-292E-6E33-E6C7842C30C3}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Grass\SFX_Ellen_Footstep_Grass_02		95680
	61862981	SFX_Staff_Swing_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\60\{6073F2F2-223B-00C7-6527-178A1AB729C4}.wem		\Actor-Mixer Hierarchy\Player\Player_Combat\Player_Staff_Swing\SFX_Staff_Swing_01		92460
	86784534	SFX_Ellen_Footstep_Stone_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\D7\{D7080846-551C-6E95-7DA2-80A00517888A}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Stone\SFX_Ellen_Footstep_Stone_01		67888
	109044943	SFX_Ellen_Land_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\BB\{BBA5C2DD-7748-08C0-ABDB-E28371AF9689}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Land_Voice\SFX_Ellen_Land_01		66728
	123403445	SFX_Ellen_Cloth_03	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\5C\{5CF152D1-FA5D-8286-D8E7-EE363F2D2B5B}.wem		\Actor-Mixer Hierarchy\Player\Player_Cloth\SFX_Ellen_Cloth_03		83048
	136363487	SFX_Ellen_Cloth_04	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\1A\{1A728FAA-E934-FBA7-894D-9AEA4E932A0D}.wem		\Actor-Mixer Hierarchy\Player\Player_Cloth\SFX_Ellen_Cloth_04		85768
	164943370	SFX_Ellen_Land_02	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\51\{516728F6-21D8-A321-517E-85C27C22F1D0}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Land_Voice\SFX_Ellen_Land_02		67844
	166730860	SFX_Ellen_Jump_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\7C\{7C2C6792-2C21-EF82-7D24-AA72C2B70BDA}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Jump_Voice\SFX_Ellen_Jump_01		62648
	228008484	SFX_Chomper_Smell_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\E5\{E5A24238-1F2D-18A2-377C-451DC298100F}.wem		\Actor-Mixer Hierarchy\NPC\Chomper_Combat\SFX_Chomper_Smell_01		178548
	232616254	AMB_Base_Jungle	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\08\{08956A45-64B1-2BFC-8357-11840D6C3CE2}.wem		\Actor-Mixer Hierarchy\Ambience\AMB_Global\AMB_Base_Jungle		11904576
	255903489	SFX_Ellen_Footstep_Grass_06	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\3D\{3D6C44A4-68A5-524A-20AC-E5D3020FBA44}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Grass\SFX_Ellen_Footstep_Grass_06		96904
	258059862	SFX_Chomper_Footstep_04	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\F0\{F05F53EC-32BD-B0FA-568F-88D876E90148}.wem		\Actor-Mixer Hierarchy\NPC\NPC_Movement\Chomper_Footstep\Chomper_Footstep\SFX_Chomper_Footstep_04		35472
	272667487	SFX_Ellen_Footstep_Stone_02	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\4B\{4B351DEF-7CA9-2369-34F3-DB346FDCF86C}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Stone\SFX_Ellen_Footstep_Stone_02		78056
	272817585	SFX_Ellen_Cloth_01	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\21\{21A2D4B3-E007-5DF8-CC2F-B4C8C8F2A8BE}.wem		\Actor-Mixer Hierarchy\Player\Player_Cloth\SFX_Ellen_Cloth_01		89844
	291244082	SFX_Ellen_Footstep_Dirt_06	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\8E\{8E6ECBFE-E46C-41C5-B3E5-1D8EA7844CF0}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Dirt\SFX_Ellen_Footstep_Dirt_06		92168
	304280999	Chomper_Death	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\62\{622304D1-A1B0-5523-3474-D9CA1E904D20}.wem		\Actor-Mixer Hierarchy\NPC\Chomper_Combat\Chomper_Death		183876
	313247670	UI_Menu_Click	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\C3\{C39999D0-EC6D-623A-E931-7DFC2D08849A}.wem		\Actor-Mixer Hierarchy\UI\UI_Menu_Click		42940
	321299970	SFX_Ellen_Footstep_Grass_03	C:\Users\edaba\Documents\GitHub\DAU_AdventureGame\DAU_AdventureGame_WwiseProject\.cache\39\{398F7D17-98A3-78D5-99D9-FDF93A06C229}.wem		\Actor-Mixer Hierarchy\Player\Player_Movement\Player_Footsteps\Player_Footstep_Grass\SFX_Ellen_Footstep_Grass_03		97884
